Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Phase 1,Chrome 136.0.7103.114,,,16-05-2025 21:11:30,16-05-2025 21:11:43,12.691s,FAILED
,,,,,,,
Start listener action : beforeTestSuite,Chrome 136.0.7103.114,,,16-05-2025 21:11:30,16-05-2025 21:11:30,0.010s,PASSED
,,,,,,,
Test Cases/Login_and_SignUp/Standard_Login_TC,Chrome 136.0.7103.114,,,16-05-2025 21:11:30,16-05-2025 21:11:35,4.942s,FAILED
Start listener action : beforeTestCase,Chrome 136.0.7103.114,,,16-05-2025 21:11:30,16-05-2025 21:11:30,0.009s,PASSED
"openBrowser("""")",Chrome 136.0.7103.114,,,16-05-2025 21:11:30,16-05-2025 21:11:33,2.676s,PASSED
"navigateToUrl(""https://dev-portal.quantumtrades.com/"")",Chrome 136.0.7103.114,,,16-05-2025 21:11:33,16-05-2025 21:11:35,2.094s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Enter your email or phone number""))",Chrome 136.0.7103.114,,,16-05-2025 21:11:35,16-05-2025 21:11:35,0.094s,FAILED
Start listener action : sampleAfterTestCase,Chrome 136.0.7103.114,,,16-05-2025 21:11:35,16-05-2025 21:11:35,0.026s,PASSED
,,,,,,,
Test Cases/Login_and_SignUp/Login_With_Valid_Email_Invalid_PWD_TC,Chrome 136.0.7103.114,,,16-05-2025 21:11:35,16-05-2025 21:11:39,4.062s,FAILED
Start listener action : beforeTestCase,Chrome 136.0.7103.114,,,16-05-2025 21:11:35,16-05-2025 21:11:35,0.001s,PASSED
"openBrowser("""")",Chrome 136.0.7103.114,,,16-05-2025 21:11:35,16-05-2025 21:11:36,1.003s,PASSED
"navigateToUrl(""https://dev-portal.quantumtrades.com/"")",Chrome 136.0.7103.114,,,16-05-2025 21:11:36,16-05-2025 21:11:39,2.900s,PASSED
"setText(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Enter your email or phone number""), ""yashkabra30@gmail.com"")",Chrome 136.0.7103.114,,,16-05-2025 21:11:39,16-05-2025 21:11:39,0.094s,FAILED
Start listener action : sampleAfterTestCase,Chrome 136.0.7103.114,,,16-05-2025 21:11:39,16-05-2025 21:11:39,0.033s,PASSED
,,,,,,,
Test Cases/Login_and_SignUp/Login_With_Invalid_Email_TC,Chrome 136.0.7103.114,,,16-05-2025 21:11:39,16-05-2025 21:11:43,3.374s,FAILED
Start listener action : beforeTestCase,Chrome 136.0.7103.114,,,16-05-2025 21:11:39,16-05-2025 21:11:39,0.001s,PASSED
"openBrowser("""")",Chrome 136.0.7103.114,,,16-05-2025 21:11:39,16-05-2025 21:11:40,1.061s,PASSED
"navigateToUrl(""https://dev-portal.quantumtrades.com/"")",Chrome 136.0.7103.114,,,16-05-2025 21:11:40,16-05-2025 21:11:42,2.177s,PASSED
"setText(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Enter your email or phone number""), ""test@test.com"")",Chrome 136.0.7103.114,,,16-05-2025 21:11:42,16-05-2025 21:11:43,0.076s,FAILED
Start listener action : sampleAfterTestCase,Chrome 136.0.7103.114,,,16-05-2025 21:11:43,16-05-2025 21:11:43,0.020s,PASSED
,,,,,,,
Start listener action : afterTestSuite,Chrome 136.0.7103.114,,,16-05-2025 21:11:43,16-05-2025 21:11:43,0.071s,ERROR
