Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Phase 1,Chrome 136.0.7103.114,,,16-05-2025 21:04:18,16-05-2025 21:04:35,17.006s,FAILED
,,,,,,,
Start listener action : beforeTestSuite,Chrome 136.0.7103.114,,,16-05-2025 21:04:18,16-05-2025 21:04:18,0.018s,PASSED
,,,,,,,
Test Cases/Login_and_SignUp/Standard_Login_TC,Chrome 136.0.7103.114,,,16-05-2025 21:04:18,16-05-2025 21:04:26,8.145s,FAILED
Start listener action : beforeTestCase,Chrome 136.0.7103.114,,,16-05-2025 21:04:18,16-05-2025 21:04:18,0.013s,PASSED
"openBrowser("""")",Chrome 136.0.7103.114,,,16-05-2025 21:04:18,16-05-2025 21:04:21,2.990s,PASSED
"navigateToUrl(""https://dev-portal.quantumtrades.com/"")",Chrome 136.0.7103.114,,,16-05-2025 21:04:21,16-05-2025 21:04:26,4.973s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Enter your email or phone number""))",Chrome 136.0.7103.114,,,16-05-2025 21:04:26,16-05-2025 21:04:26,0.093s,FAILED
Start listener action : sampleAfterTestCase,Chrome 136.0.7103.114,,,16-05-2025 21:04:26,16-05-2025 21:04:26,0.031s,PASSED
,,,,,,,
Test Cases/Login_and_SignUp/Login_With_Valid_Email_Invalid_PWD_TC,Chrome 136.0.7103.114,,,16-05-2025 21:04:26,16-05-2025 21:04:31,4.549s,FAILED
Start listener action : beforeTestCase,Chrome 136.0.7103.114,,,16-05-2025 21:04:26,16-05-2025 21:04:26,0.001s,PASSED
"openBrowser("""")",Chrome 136.0.7103.114,,,16-05-2025 21:04:26,16-05-2025 21:04:27,1.008s,PASSED
"navigateToUrl(""https://dev-portal.quantumtrades.com/"")",Chrome 136.0.7103.114,,,16-05-2025 21:04:27,16-05-2025 21:04:31,3.403s,PASSED
"setText(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Enter your email or phone number""), ""yashkabra30@gmail.com"")",Chrome 136.0.7103.114,,,16-05-2025 21:04:31,16-05-2025 21:04:31,0.065s,FAILED
Start listener action : sampleAfterTestCase,Chrome 136.0.7103.114,,,16-05-2025 21:04:31,16-05-2025 21:04:31,0.032s,PASSED
,,,,,,,
Test Cases/Login_and_SignUp/Login_With_Invalid_Email_TC,Chrome 136.0.7103.114,,,16-05-2025 21:04:31,16-05-2025 21:04:35,3.997s,FAILED
Start listener action : beforeTestCase,Chrome 136.0.7103.114,,,16-05-2025 21:04:31,16-05-2025 21:04:31,0.000s,PASSED
"openBrowser("""")",Chrome 136.0.7103.114,,,16-05-2025 21:04:31,16-05-2025 21:04:32,1.608s,PASSED
"navigateToUrl(""https://dev-portal.quantumtrades.com/"")",Chrome 136.0.7103.114,,,16-05-2025 21:04:32,16-05-2025 21:04:35,2.257s,PASSED
"setText(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Enter your email or phone number""), ""test@test.com"")",Chrome 136.0.7103.114,,,16-05-2025 21:04:35,16-05-2025 21:04:35,0.067s,FAILED
Start listener action : sampleAfterTestCase,Chrome 136.0.7103.114,,,16-05-2025 21:04:35,16-05-2025 21:04:35,0.019s,PASSED
,,,,,,,
Start listener action : afterTestSuite,Chrome 136.0.7103.114,,,16-05-2025 21:04:35,16-05-2025 21:04:35,0.042s,ERROR
