Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Phase 1,Chrome 136.0.7103.114,,,16-05-2025 20:55:04,16-05-2025 20:56:10,1m - 5.617s,FAILED
,,,,,,,
Start listener action : beforeTestSuite,Chrome 136.0.7103.114,,,16-05-2025 20:55:04,16-05-2025 20:55:04,0.015s,PASSED
,,,,,,,
Test Cases/Login_and_SignUp/Standard_Login_TC,Chrome 136.0.7103.114,,,16-05-2025 20:55:04,16-05-2025 20:55:59,54.620s,FAILED
Start listener action : beforeTestCase,Chrome 136.0.7103.114,,,16-05-2025 20:55:04,16-05-2025 20:55:04,0.009s,PASSED
"openBrowser("""")",Chrome 136.0.7103.114,,,16-05-2025 20:55:04,16-05-2025 20:55:07,2.918s,PASSED
"navigateToUrl(""https://dev-portal.quantumtrades.com/"")",Chrome 136.0.7103.114,,,16-05-2025 20:55:07,16-05-2025 20:55:14,6.782s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Enter your email or phone number""))",Chrome 136.0.7103.114,,,16-05-2025 20:55:14,16-05-2025 20:55:14,0.377s,PASSED
"sendKeys(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Enter your email or phone number""), ""yashkabra30@gmail.com"")",Chrome 136.0.7103.114,,,16-05-2025 20:55:14,16-05-2025 20:55:15,0.686s,PASSED
delay(10),Chrome 136.0.7103.114,,,16-05-2025 20:55:15,16-05-2025 20:55:25,10.033s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/button_signInBtnEmailContinue""))",Chrome 136.0.7103.114,,,16-05-2025 20:55:25,16-05-2025 20:55:25,0.287s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Please enter your password""))",Chrome 136.0.7103.114,,,16-05-2025 20:55:25,16-05-2025 20:55:59,33.359s,FAILED
Start listener action : sampleAfterTestCase,Chrome 136.0.7103.114,,,16-05-2025 20:55:59,16-05-2025 20:55:59,0.118s,PASSED
,,,,,,,
Test Cases/Login_and_SignUp/Login_With_Valid_Email_Invalid_PWD_TC,Chrome 136.0.7103.114,,,16-05-2025 20:55:59,16-05-2025 20:56:06,6.812s,FAILED
Start listener action : beforeTestCase,Chrome 136.0.7103.114,,,16-05-2025 20:55:59,16-05-2025 20:55:59,0.001s,PASSED
"openBrowser("""")",Chrome 136.0.7103.114,,,16-05-2025 20:55:59,16-05-2025 20:56:01,1.522s,PASSED
"navigateToUrl(""https://dev-portal.quantumtrades.com/"")",Chrome 136.0.7103.114,,,16-05-2025 20:56:01,16-05-2025 20:56:06,5.159s,PASSED
"setText(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Enter your email or phone number""), ""yashkabra30@gmail.com"")",Chrome 136.0.7103.114,,,16-05-2025 20:56:06,16-05-2025 20:56:06,0.077s,FAILED
Start listener action : sampleAfterTestCase,Chrome 136.0.7103.114,,,16-05-2025 20:56:06,16-05-2025 20:56:06,0.022s,PASSED
,,,,,,,
Test Cases/Login_and_SignUp/Login_With_Invalid_Email_TC,Chrome 136.0.7103.114,,,16-05-2025 20:56:06,16-05-2025 20:56:10,3.900s,FAILED
Start listener action : beforeTestCase,Chrome 136.0.7103.114,,,16-05-2025 20:56:06,16-05-2025 20:56:06,0.002s,PASSED
"openBrowser("""")",Chrome 136.0.7103.114,,,16-05-2025 20:56:06,16-05-2025 20:56:07,0.857s,PASSED
"navigateToUrl(""https://dev-portal.quantumtrades.com/"")",Chrome 136.0.7103.114,,,16-05-2025 20:56:07,16-05-2025 20:56:10,2.886s,PASSED
"setText(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Enter your email or phone number""), ""test@test.com"")",Chrome 136.0.7103.114,,,16-05-2025 20:56:10,16-05-2025 20:56:10,0.073s,FAILED
Start listener action : sampleAfterTestCase,Chrome 136.0.7103.114,,,16-05-2025 20:56:10,16-05-2025 20:56:10,0.018s,PASSED
,,,,,,,
Start listener action : afterTestSuite,Chrome 136.0.7103.114,,,16-05-2025 20:56:10,16-05-2025 20:56:10,0.031s,ERROR
