Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Phase 1,Chrome 136.0.7103.114,,,16-05-2025 23:32:24,16-05-2025 23:33:54,1m - 30.631s,PASSED
,,,,,,,
Start listener action : beforeTestSuite,Chrome 136.0.7103.114,,,16-05-2025 23:32:24,16-05-2025 23:32:24,0.011s,PASSED
,,,,,,,
Test Cases/Login_and_SignUp/Standard_Login_TC,Chrome 136.0.7103.114,,,16-05-2025 23:32:24,16-05-2025 23:33:05,41.234s,PASSED
Start listener action : beforeTestCase,Chrome 136.0.7103.114,,,16-05-2025 23:32:24,16-05-2025 23:32:24,0.010s,PASSED
"openBrowser("""")",Chrome 136.0.7103.114,,,16-05-2025 23:32:24,16-05-2025 23:32:27,3.329s,PASSED
"navigateToUrl(""https://dev-portal.quantumtrades.com/"")",Chrome 136.0.7103.114,,,16-05-2025 23:32:27,16-05-2025 23:32:35,7.756s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Enter your email or phone number""))",Chrome 136.0.7103.114,,,16-05-2025 23:32:35,16-05-2025 23:32:35,0.386s,PASSED
"sendKeys(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Enter your email or phone number""), ""yashkabra30@gmail.com"")",Chrome 136.0.7103.114,,,16-05-2025 23:32:35,16-05-2025 23:32:36,0.465s,PASSED
delay(10),Chrome 136.0.7103.114,,,16-05-2025 23:32:36,16-05-2025 23:32:46,10.039s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/button_signInBtnEmailContinue""))",Chrome 136.0.7103.114,,,16-05-2025 23:32:46,16-05-2025 23:32:46,0.340s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Please enter your password""))",Chrome 136.0.7103.114,,,16-05-2025 23:32:46,16-05-2025 23:32:57,11.231s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Please enter your password""), ""cvW8qx4B2o1WegCEDy41Xg=="")",Chrome 136.0.7103.114,,,16-05-2025 23:32:57,16-05-2025 23:32:58,0.311s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/button_signInBtnPasswordContinue""))",Chrome 136.0.7103.114,,,16-05-2025 23:32:58,16-05-2025 23:32:58,0.280s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/p_user-welcome""), 0)",Chrome 136.0.7103.114,,,16-05-2025 23:32:58,16-05-2025 23:33:05,6.901s,PASSED
closeBrowser(),Chrome 136.0.7103.114,,,16-05-2025 23:33:05,16-05-2025 23:33:05,0.137s,PASSED
Start listener action : sampleAfterTestCase,Chrome 136.0.7103.114,,,16-05-2025 23:33:05,16-05-2025 23:33:05,0.008s,PASSED
,,,,,,,
Test Cases/Login_and_SignUp/Login_With_Valid_Email_Invalid_PWD_TC,Chrome 136.0.7103.114,,,16-05-2025 23:33:05,16-05-2025 23:33:38,32.665s,PASSED
Start listener action : beforeTestCase,Chrome 136.0.7103.114,,,16-05-2025 23:33:05,16-05-2025 23:33:05,0.000s,PASSED
"openBrowser("""")",Chrome 136.0.7103.114,,,16-05-2025 23:33:05,16-05-2025 23:33:06,1.402s,PASSED
"navigateToUrl(""https://dev-portal.quantumtrades.com/"")",Chrome 136.0.7103.114,,,16-05-2025 23:33:06,16-05-2025 23:33:14,7.390s,PASSED
"setText(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Enter your email or phone number""), ""yashkabra30@gmail.com"")",Chrome 136.0.7103.114,,,16-05-2025 23:33:14,16-05-2025 23:33:15,1.466s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/button_signInBtnEmailContinue""))",Chrome 136.0.7103.114,,,16-05-2025 23:33:15,16-05-2025 23:33:16,0.525s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/button_signInBtnEmailContinue""))",Chrome 136.0.7103.114,,,16-05-2025 23:33:16,16-05-2025 23:33:21,4.830s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/button_signInBtnEmailContinue""))",Chrome 136.0.7103.114,,,16-05-2025 23:33:21,16-05-2025 23:33:23,2.021s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Please enter your password""))",Chrome 136.0.7103.114,,,16-05-2025 23:33:23,16-05-2025 23:33:35,12.085s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Please enter your password""), ""cvW8qx4B2o1gIDzvWT+0mQ=="")",Chrome 136.0.7103.114,,,16-05-2025 23:33:35,16-05-2025 23:33:35,0.310s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/button_signInBtnPasswordContinue""))",Chrome 136.0.7103.114,,,16-05-2025 23:33:35,16-05-2025 23:33:35,0.267s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/p_Invalid Password""))",Chrome 136.0.7103.114,,,16-05-2025 23:33:35,16-05-2025 23:33:38,2.197s,PASSED
closeBrowser(),Chrome 136.0.7103.114,,,16-05-2025 23:33:38,16-05-2025 23:33:38,0.115s,PASSED
Start listener action : sampleAfterTestCase,Chrome 136.0.7103.114,,,16-05-2025 23:33:38,16-05-2025 23:33:38,0.007s,PASSED
,,,,,,,
Test Cases/Login_and_SignUp/Login_With_Invalid_Email_TC,Chrome 136.0.7103.114,,,16-05-2025 23:33:38,16-05-2025 23:33:52,14.148s,PASSED
Start listener action : beforeTestCase,Chrome 136.0.7103.114,,,16-05-2025 23:33:38,16-05-2025 23:33:38,0.002s,PASSED
"openBrowser("""")",Chrome 136.0.7103.114,,,16-05-2025 23:33:38,16-05-2025 23:33:39,1.208s,PASSED
"navigateToUrl(""https://dev-portal.quantumtrades.com/"")",Chrome 136.0.7103.114,,,16-05-2025 23:33:39,16-05-2025 23:33:40,1.060s,PASSED
"setText(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/input_Enter your email or phone number""), ""test@test.com"")",Chrome 136.0.7103.114,,,16-05-2025 23:33:40,16-05-2025 23:33:47,7.291s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/button_signInBtnEmailContinue""))",Chrome 136.0.7103.114,,,16-05-2025 23:33:47,16-05-2025 23:33:48,0.528s,PASSED
"click(findTestObject(""Object Repository/Login_page/Page_QuantumTrades/p_User doesnt exist for the entered email""))",Chrome 136.0.7103.114,,,16-05-2025 23:33:48,16-05-2025 23:33:52,3.885s,PASSED
closeBrowser(),Chrome 136.0.7103.114,,,16-05-2025 23:33:52,16-05-2025 23:33:52,0.109s,PASSED
Start listener action : sampleAfterTestCase,Chrome 136.0.7103.114,,,16-05-2025 23:33:52,16-05-2025 23:33:52,0.004s,PASSED
,,,,,,,
Start listener action : afterTestSuite,Chrome 136.0.7103.114,,,16-05-2025 23:33:52,16-05-2025 23:33:54,2.336s,PASSED
